ID;Occurrences;Noun;Cxn;Process;Verb;Event_Type;Modification;Sem_NonSubjExperiencer;Sem_SubjStimulus;Verb_Form;Time;Corpus;Text_genre
LIP_NA3;molti XYZ ma lei abita sai in qualche zona su diciamo_ B: mi sembra_ abita a santa Lucia e'' possibile? </s><s> A: no non non mi sembrava comunque insomma va be'' se trovi santa Lucia evidentemente sai tu cosi'' io penso di aver avuto il numero e di averlo buttato poi <?> risale a qualche anno fa B: ho capito va be'' adesso cerchiamo questo numero cosi'' glielo do e_ A: va be'' che commenti avete fatto fatemi sentire B: siamo rimasti tutti molto ben impressionati # veramente molto oltre per diciamo_ la magnificenza esteriore anche perche'' era simpatico A: si'' infatti peccato_ insomma poco_ poco tempo <?> # va be'' non so quanto durera'' B: va be'' ce lo devi far conoscere meglio A: e_ non so quanto durera'' quindi non so proprio B: ah appunto appunto dobbiamo fare presto # va bene A: va be'' B: allora cerchiamo questo numero Paola XYZ si chiama vero? </s><s> A: si'' si'' B: va;impressione;SV;SV_zero-derived;impressionare;causative;Modified;Animate;Unknown;NonFinite_Other;1980_2000;Spoken;Dialogic_speech
LIP_NB47;dieci anni dieci anni tutti negativi? </s><s> B: no_ tutti positivi tranne queste ultime fasi # di_ discussione e che [incomprensibile] A: allor # queste du queste ultime fasi capisci? purtroppo non le possiamo supera'' perche'' tu vuoi una cosa e io un''altra tu mi vuoi ab <bandonare> poi un''altra cosa a me non mi piace ''stu fatto di alternanza di rapporti non lo sopporto # quella ce l''ha azzeccata proprio proprio azzeccata B: [incomprensibile] A: sara'' per te a me mi fa pure impressione a parte che non mi piace se mi piacesse sarei piu'' generosa nei tuoi riguardi ma [incomprensibile] tu te ne <??> quest dopo tanto tempo questo fatto [incomprensibile] a me non mi piace vuol dire che hai proprio un intenso rapporto mentale B: niente niente va be'' si e'' aggiustata sto arrivandoA: villa XYZ chi tieni ''u depliant? </s><s> B: no no n non tengo non abbiamo preso il depliant perche'' non ci siamo fermati non non ce l''ho A: ah voi;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Egophoric;Unknown;Finite;1980_2000;Spoken;Dialogic_speech
LIP_NE14;sfortunato eh uomo d''armi eh un po'' mercenario al quale una certa impresa ando'' male Giovanbattista Del Tufo fu fatto prigioniero a Milano nella lunga prigionia concepi'' questa ode quest''inno a Napoli a cui dette quel titolo lunghissimo Ritratto Modello Delle Grandezze Delizie E Meraviglie Della Nobilissima Citta'' Di Napoli # millecinquecentoottantotto che_ per merito di una persona che purtroppo non e'' piu'' oggi possiamo leggere come libro perche'' fino a trenta trentacinque anni fa era solo ancora manoscritto il professor Calogero Tagliarini ebbe la benemerenza e il sacrificio # non incoraggiato da nessuno come capita # spessissimo a Napoli devo dire si incoraggiano quelli che dovrebbero essere non incoraggiati ma_ resi al silenzio beh e'' una anche quest quanti altri discorsi meglio non deviare rimaniamo nel sacro ambito delle sacre parole dei sacri fonemi napoletani che sono tanto al di sopra di tante miserie di tante bassezze di tante vergogne # bene questo_ # cianfrone eh lo troviamo appunto nel eh in questo_ in questa opera cinquecentesca # in cui e'' detto proprio cosi'' il passo l''altro che vuole di piccioli il cianfrone quindi;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Unknown;Finite;1980_2000;Spoken;Broadcast
LIP_NE14;bor pecche'' # bora in greco significa cibo nutrimento alimentazione ecco e indubbiamente # quanto nutre quanto aiuta a vivere e a sopravvivere il danaro e'' un''ipotesi ma non sapremmo formularne altre e iniziamo la lettera c iniziamo la lettera c incontrando subito un sinonimo molto vasto molto ampio molto lato che ancora oggi # anche dopo oltre quarant''anni di repubblica capita di sentir dire capita infatti a qualche persona dall''ameno e arguto linguaggio di sentir dire che come per eh a pa agnient per eh che bisogna ungere che_ eh che qualcuno deve essere incoraggiato ha da vere'' a capa do re a capa do re sinonimo di danaro pacifico sinonimo di danaro in quanto quasi tutte le monete anzi tutte le monete dei regni era riprodotta sul recto la immagine eh il profilo del sovrano della regina # e doppo a capa do re finalmente ecco benvenuto un sinonimo # attuale e chiuove quante volte sentim sentiamo dire ahah chille sta chin'' e chiuove tene nu sacc e chiuove la usa questa sinonimia # il maggior e piu'' valido conoscitore del nostro dialetto Ferdinando Rosso che in O Luciano Do Rre;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Unknown;NonFinite_Infinitive;1980_2000;Spoken;Broadcast
LIP_NE14;spessissimo a Napoli devo dire si incoraggiano quelli che dovrebbero essere non incoraggiati ma_ resi al silenzio beh e'' una anche quest quanti altri discorsi meglio non deviare rimaniamo nel sacro ambito delle sacre parole dei sacri fonemi napoletani che sono tanto al di sopra di tante miserie di tante bassezze di tante vergogne # bene questo_ # cianfrone eh lo troviamo appunto nel eh in questo_ in questa opera cinquecentesca # in cui e'' detto proprio cosi'' il passo l''altro che vuole di piccioli il cianfrone quindi;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;NonFinite_Other;1980_2000;Spoken;Broadcast
LIP_RA4;ha # questo questa casa che e'' gestita con questi criteri distruttivi A: [INCOMPRENSIBILE] C: no lo schifo consiste nel vedere la donna di servizio tutti i giorni e comunque # lasciare le scarpe una fuori dall''altra che tanto quella raccoglie tutto lei cioe'' questa sensazione che fa <???> che si lascia il sudicio piu'' io mi dispiace no # le vongole della sera prima_ qui e li'' sparse per la cucina_ e te le trovi sotto le scarpe_ # secondo me # mi fa una bruttissima impressione <???> no che sia sporca dentro perche'' cattiva D: no pero''_ C: pero'' mi da'' una sensazione di disordine anche interiore una sensazione di trascuratezza B: mh C: che eh <?> no non mi piace # boh mi da'' un senso di disagio A: io vorrei fare invece un elogio della sporcizia B: si'' si'' C: sempre <?> A: nei confronti dei loro <??> C: dei loro che non ho capito?;impressione;SV;SV_zero-derived;impressionare;causative;Modified;Egophoric;Animate;Finite;1980_2000;Spoken;Dialogic_speech
LIP_RA4;> una gradazione F: pero'' quello della donna fa piu'' <?> D: no la la trasgressione e'' trasgressione ugualmente pero'' son d'' accordo con lei cioe'' io sono della tesi che la vongola per terra eh nel caso della vongola # mi da'' ai nervi uguale anzi nel mio caso io forse_ # per eccesso di_ eh per paura di poter essere considerata conservatrice forse mi ci arrabbierei di piu'' con gli uomini # pero'' se_ eh lo devo ammettere visti dal di fuori mi impressiona di piu'' una donna non so chi dei due [VOCI_SOVRAPPOSTE] la trasgressione C: direi che la trasgressione e'' ugualmente grave solo che la donna trasgredisce quando arriva a sporcizia due e l''uomo trasgredisce quando arriva a sporcizia tre A: e'' un modello di sanzione ideale per questi comportamenti qual e''? </s><s> C: spostare gli incarichi cosi'' alla sua donna di servizio il dentista A: l''amputazione delle mani C: e a lei pulire un pochino la casa A: <??> C: si'';impressione;LVC;LVC_fare;fare impressione;causative;Modified;Egophoric;Clausal;Finite;1980_2000;Spoken;Dialogic_speech
LIP_RA4;be'' se uno lo fa proprio per professione F: <?> quello che diceva lei che la donna e'' piu''_ ordinata cioe'' si accetta una determinata pulizia pulizia in senso_ lato dell''uomo ecco C: direi che in una donna mi fa piu'' impressione A: io lo trovo un atteggiamento molto conservatore quello_ se mi consenti C: no perche'' non ho detto ah gli uomini possono essere no non ho detto questo ho detto solo che non so come ma a vederlo in una donna mi fa un''impressione proprio perfida A: ah ma questo significa che pero'' rispetto C: in un uomo me la fa brutta A: si'' pero'' significa eh rispetto a un modello praticamente tu la trasgressione da parte della donna_ <?> C: trasgressione? </s><s> A: per te il modello ideale e'' quello della pulizia? # la sporcizia trasgredisce il modello ideale # allora la trasgressione fatta dalla donna # e'' piu'' riprovevole della trasgressione fatta dall''uomo C: no sono dell''idea che [TURNI_SOVRAPPOSTI] A: in;impressione;LVC;LVC_fare;fare impressione;causative;Modified;Egophoric;Clausal;Finite;1980_2000;Spoken;Dialogic_speech
LIP_RA9;loro_ B: no ma anche l''insegnante d''inglese che e'' venuta che ha fatto una supplenza abbastanza_ lunga_ A: si'' B: che sostituiva_ ecco eh anche lei insomma lamentava un po'' questa vivacita'' allora siccome non e'' neanche giusto che il profitto_ cioe'' che questi ragazzi perdano dal punto di vista del profitto per la vivacita'' A: ecco ecco specialmente alla fine dell''anno B: ..io gliel''ho_ esatto io gliel''ho detto seriamente_ anche un po''_ cercando di impaurirli perche''_ pero'' insomma voglio dire Pierluigi sempre preparato_ se vuole se vuole le dico_ qualche voto_ A: ma io ho visto la professoressa quando e'' stato? il diciannove marzo B: mh A: che c''e'' stato il ricevimento collettivo B: il ricevimento A: c''erano tutti C: ancora quando c''era no? </s><s> A: si'' ho parlato con la_ l''insegnante non m''ha segnalato grossi problemi perche'' m''ha detto che stava_ B: ..infatti non ce;paura;LVC;LVC_mettere;mettere paura;causative;Modified;Animate;Egophoric;NonFinite_Infinitive;1980_2000;Spoken;Dialogic_speech
LIP_RA9;trovandosi con questi voti # bassi # un sei meno meno cos''e'' un cinque? no B: un sei meno meno e'' un sei meno meno ma comunque guardi io sono_ costantemente in contatto con la professoressa XYZ_ le ho detto le mie impressioni sulla classe che tutto sommato a parte il la vivacita'' che a volte disturba di alcuni # sono_ eh simili cioe'' secondo me ci sono dei buoni elementi in questa classe delle buone_ ecco io personalmente come mio metodo di insegnamento tendo un po'' a_ eh incoraggiarli perche'' secondo me e'' eh magari un voto_ pero'' ecco se in italiano invece sono stati_ mentre su storia e geografia magari e'' piu'' facile che dia un sette cosi'' su italiano perche'' mi rendo conto che molti hanno poverta'' lessicale_ sia allo scritto che soprattutto nell''orale_ ci sono ancora degli errori di ortografia retaggi della scuola media eccetera e questo e'' un po''_ # pero'' ecco tutto sommato io di Dario sono abbastanza contenta soltanto D: questo mi interessava saperlo B;paura;SV;SV_parasynthetic;impaurire;causative;Non_Modified;Animate;Egophoric;NonFinite_Infinitive;1980_2000;Spoken;Dialogic_speech
LIP_RA9;che tipo di problemi ci sono_ infatti io l''ho chiamata il secondo giorno che_ facevo la supplenza qui_ gli ho detto delle impressioni sulla classe che poi corrispondevano diciamo_ eh al suo inquadramento della classe in generale sono andata a casa sua recentemente e abbiamo parlato ci siamo sentite per telefono diverse volte perche'' non ha senso insomma lei l''ha tenuti per tanto tempo_ A: ..e infatti infatti questo Pierluigi me lo dice perche'' io gli ho detto guarda per mettergli un po'' so'' sincera per mettergli proprio paura ho detto guarda il discorso e'' questo non dovete sottovalutare nulla perche'' adesso la supplente_ che viene non vi conosce non sa <??> sempre da certe difficolta'' poi e'' andato meglio perche'' la professoressa me lo disse c''era lui presente sa sta andando meglio_ ora B: ma infatti_ A: dico la supplente non lo sa se ti becca impreparato per lei tu sei impreparato percio'' quando deve dare il giudizio finale dice questo ragazzo e'' impreparato lui mi assale dicendo non e'' vero;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;NonFinite_Infinitive;1980_2000;Spoken;Dialogic_speech
LIP_RB3;una storia stranissima A: con te? </s><s> B: cioe'' stranissima na stronzata no da piccoletti eh cioe'' a me me rompeva che questa e'' piccolina proprio piccolina ci ha sei anni in meno a me me sembra A: sei e adesso che ci ha tredici anni no te ce n''hai ventidue ah_ah dio B: ce n''ho ventuno lei ce n''ha quindici mo'' A: ah B: quasi sedici ma perche'' io ci avevo quattordici anni e sta ragazzina me rompeva le palle a me cioe'' me dava fastidio che lei <??> sai perche'' non perche'' gli cioe'' gli piacevo ma gli piacevo ma nel senso sai quando uno vede il ragazzo piu'' grande A: e certo ci aveva otto anni B: ah capito il ragazzo piu'' grande sembra sempre_ sto bonazzo # da panico [ridono] infatti mo'' che e'' cresciuta sara'' svenuta subito e insomma me stava sempre in mezzo alle palle e va be'' e poi la madre Tonina che mi faceva eh a mia madre gli piaceva tantissimo sta;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;1980_2000;Spoken;Dialogic_speech
LIP_RC11;che io so si si fosse mosso normalmente no no no_ lui doveva sempre_ correre A: da reazione lei che_ C: cosa_ deduco da questo suo_? </s><s> A: si'' com C: be'' diciamo che lui av <eva> era un sensitivo questo sicuramente B: ah si'' si'' C: cioe'' uno che aveva un senso piu'' forte B: sentiva quando si avvicinava qualcuno C: lui aveva proprio_ questa grossa sensibilita'' in piu'' lui si sforzava molto in quanto che gli dava molto fastidio l''idea che lui lo considerassero menomato da questo punto di vista quindi eh la sua concentrazione era cosi'' forte che si illuminava probabilmente sempre penso da un punto di vista di sensibilita'' per cui lui # anticipava l''ostacolo B: si'' poi si metteva magari una C: e poi_ insomma andava B: luce solo dove doveva andare ecco C: ma il fatto di non potersi rivedere al cinema o altre cose B: no no si rivedeva come no? andava molto vicino C: andava molto con l''occhio sotto;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Animate;Clausal;Finite;1980_2000;Spoken;Dialogic_speech
RCast_1;[eh (.) quindi (.) eh] che vuol dire (.) >mica mica< Ã¨ un brutto ruolo tanto c'Ã¨ sempre stato un chiodo: (.) prima di noi ((ride)) non Ã¨ che siamo il primo chiodo della vita delle persone a meno [che non c'abbiamo dodici=anni] quindi (.) eh eh per <fortuna> capito (.) eh quindi ad un certo punto, ha preso lo spazio nel tuo cuore:: ehm macerato e:: sanguinante:: e  =addolorato che c'era: (.) che occupava quell'altro [eh ma cosa t'Ã¨ piaciuto di quest'Â°uomoÂ°?] [perchÃ¨::?] ti fa ridere? Ã¨ simpatico e l'altro invece, >cosa< cosa ti piaceva dell'altro (.) Ã¨ un altro tipo? scusa se faccio i parag[oni (.) >per capire<] (.) <il contesto> [ma vive]te anche assieme? oppure vi siet- vi vedete:: quando vi;dolore;SV;SV_parasynthetic;addolorare;causative;Non_Modified;Inanimate;Unknown;NonFinite_Other;2011_2021;Spoken;Broadcast
RCast_10;[con] il do-beneficio di sospensione della pena e:: anche se:: c'Ã¨ stata una: tempesta perchÃ¨ poi: (.) Ã¨ stata commentata (.) la condanna lieve [per]chÃ¨ (.) se tu cÃ¨: devi condannare uno per:: reati cosÃ¬ gravi non gli dai (.) due anni >non sospensione della pena insomma< <Ã¨ una delle difficoltÃ  dei processi un tribunale dei minori che si trova all'improvviso a dover [xxxx un caso]> [xx] [<capri fa impressione >] perchÃ¨ (.) ehm <capri non ne aveva praticamente di covid> sono andati tre giovani romani tornati da capri hanno scoperto di essere stati <contagiati> e:h xx::: quindi (.) Ã¨ scattato l'allarme sono xxxxxxxxxx le mascherine in piazzetta (.) (insomma) la portano in pochi in tutte le foto, e:::h in piazzette i xxxx non: non vanno in giro: mascherina, perÃ²:: ehm:: perÃ² anche qui. </s><s> (.) allarme: per la coxxx (.) perchÃ¨;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Broadcast
RCast_12;dopodichÃ¨ uno fa delle scelte:: in un mondo molto migliore di quello che viviamo adesso quello che ci af- ci aspetta spero quando non ci sarÃ  piÃ¹ bisogno di dire tu sei: omosessuale eterosessuale bisessuale trisessuale no cioÃ¨ tu sei una persona tu sei tu sei ma ho imparato:: a farle convivere diciamo no? e in questo senso:: sono cresciuto sono vecchio ormai no? quindi non non posso:: avere delle insicurezze sulle scelte della mia vita l'esempio di mio figlio poi Ã¨ veramente qualcosa di positivo perchÃ¨ Ã¨ lui che mi : incoraggia a essere libero come lui Ã¨ libero quindi mi sento regista mi sento scrittore mi sento:: persona io credo davvero che il: raggiungimento di questa convinzione superi i generi superi i gusti superi le tendenze superi anche la barriera tra lavoro vita persona[le eccetera insomma] ma io non mi sento::: n:::: padre perchÃ¨ mi sembra troppo::: importante questa affermazione cioÃ¨ mi sento padre mi sento >quest'altro< io mi sento un po' tutto e perÃ² diciamo che::: la cosa che::: mi ha aiutato a sentirmi tutto Ã¨ stata;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Broadcast
